tf_knockdown,gene,baseline_log2,true_knockdown_log2,true_fc,ode_pred_log2,scm_pred_log2,ode_fc,scm_fc,ode_abs_error,scm_abs_error,ode_fc_error,scm_fc_error,scm_wins_abs,scm_wins_fc,ode_fold_error,scm_fold_error,baseline_error
fis,galM,7.3599238266152955,8.901582736155953,1.5416589095406579,6.176607424089105,7.756620433605406,-1.1833164025261906,0.3966966069901101,2.7249753120668485,1.1449623025505478,2.7249753120668485,1.1449623025505478,True,True,6.611489406004374,2.2114035221751505,1.5416589095406579
fis,galR,7.398677326740378,7.198133609473465,-0.2005437172669131,4.890216462644018,7.37719394926266,-2.50846086409636,-0.021483377477718335,2.307917146829447,0.17906033978919478,2.307917146829447,0.17906033978919478,True,True,4.951676783151475,1.1321462524069654,0.2005437172669131
fis,lacZ,7.049938417405712,7.1148041541902005,0.0648657367844887,6.652258041585196,7.036155516780802,-0.3976803758205154,-0.013782900624909722,0.4625461126050041,0.07864863740939843,0.4625461126050041,0.07864863740939843,True,True,1.3779715600817275,1.0560284025485955,0.0648657367844887
fis,lacY,7.049938417405712,7.1148041541902005,0.0648657367844887,6.008034946019122,7.036246700102151,-1.0419034713865898,-0.013691717303561113,1.1067692081710785,0.07855745408804982,1.1067692081710785,0.07855745408804982,True,True,2.1536282030972718,1.0559616600066732,0.0648657367844887
fis,lacA,7.049938417405712,7.1148041541902005,0.0648657367844887,5.5686761999380545,7.036314679744711,-1.4812622174676573,-0.013623737661000668,1.546127954252146,0.07848947444548937,1.546127954252146,0.07848947444548937,True,True,2.9203230165693044,1.0559119043736587,0.0648657367844887
fis,malE,6.534438275359352,6.5659935162191285,0.03155524085977657,6.261461668263553,6.318903380314609,-0.2729766070957993,-0.2155348950447431,0.30453184795557586,0.24709013590451967,0.30453184795557586,0.24709013590451967,True,True,1.2350178109540855,1.1868109442594195,0.03155524085977657
fis,malF,6.534438275359352,6.5659935162191285,0.03155524085977657,6.850597501075697,6.381350106842526,0.316159225716345,-0.15308816851682572,0.28460398485656846,0.18464340937660229,0.28460398485656846,0.18464340937660229,True,True,1.218075859879419,1.1365360211517659,0.03155524085977657
fis,malG,6.534438275359352,6.5659935162191285,0.03155524085977657,6.080805693424724,6.294646207719099,-0.4536325819346283,-0.23979206764025296,0.48518782279440487,0.2713473085000295,0.48518782279440487,0.2713473085000295,True,True,1.3997680879174583,1.206934437207495,0.03155524085977657
fis,malK,6.321039431143055,6.654941025891389,0.33390159474833325,6.297337282983145,6.315458263340552,-0.02370214815991023,-0.005581167802503728,0.3576037429082435,0.339482762550837,0.3576037429082435,0.339482762550837,True,True,1.2812959493316682,1.265302874129346,0.33390159474833325
fis,agp,5.934763859173036,7.024661517833867,1.0898976586608313,4.479535495390578,6.119035888216643,-1.4552283637824583,0.18427202904360662,2.5451260224432897,0.9056256296172247,2.5451260224432897,0.9056256296172247,True,True,5.836591193198501,1.873356706262064,1.0898976586608313
fis,aroA,9.611460984942257,9.83815990478591,0.22669891984365265,5.800888913428746,9.696963315036097,-3.810572071513511,0.08550233009384023,4.037270991357164,0.14119658974981242,4.037270991357164,0.14119658974981242,True,True,16.418734079795996,1.1028194292158158,0.22669891984365265
